121.8	4.43	0.02
244.7	3.56	0.03
344.3	2.794	0.015
444.0	2.27	0.02
778.9	1.514	0.013
867.4	1.391	0.014
964.0	1.309	0.010
1112.1	1.167	0.010
1212.9	1.105	0.014
1299.1	1.055	0.015
1408.0	1.000	0.007
